Categorie_template_2,Categorie_template_1,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34
ECRA_ST3,AAA to AA- ,"0,3505298708","0,431624702","0,914998119","0,526343562","0,1690951729","0,1194458232","0,2564141921","0,6881472806","0,5873581893","0,5168610087","0,3570326241","0,4675755633","0,5408975498","0,9989405025","0,6023411448","0,9339256168","0,2621706938","0,4208844225","0,7639290512","0,7393543892","0,2586297045","0,8404704465","0,9437843925","0,2560889969","0,9684163277","0,6873748559","0,4801819229","0,8225745308","0,492958176","0,8179966728","0,0216133625","0,191973423","0,5216093876","0,3680464727"
ECRA_ST,A+ to A-,"0,4010836731","0,3464085129","0,8725017711","0,1546598182","0,1867803022","0,8768871175","0,680088244","0,3124669372","0,6221392887","0,5489572281","0,5862029167","0,3771029822","0,2658086214","0,4803655626","0,2813899353","0,04125362205","0,215812504","0,7394247746","0,7429326511","0,4417111864","0,2260474791","0,6052188424","0,2244563812","0,7629054049","0,5706168554","0,7461257794","0,8849248409","0,1582414912","0,8504912878","0,2633426564","0,2500542773","0,9383723676","0,5981177014","0,7775444949"
"ECRA_ST,0,",BBB+ to BBB-,"0,5655657351","0,6852639535","0,5664190723","0,3713639277","0,1402612702","0,4205181687","0,7987357203","0,7136018754","0,1278907235","0,08903660902","0,3499139241","0,8620088547","0,2911449543","0,1680734164","0,008310003927","0,3018943151","0,3595156635","0,843904336","0,9703482552","0,9826736065","0,4292620044","0,8974007745","0,06925581366","0,1649349244","0,3517014481","0,9039853659","0,9882916271","0,2236879001","0,4217448289","0,6656022089","0,8665815384","0,8317743722","0,5975413249","0,5940928265"
ECRA_ST,BB+ to B-,"0,87845916","0,747450751","0,3682515912","0,7778866546","0,3537212402","0,7345358324","0,3722555693","0,839944933","0,5872607423","0,5330025235","0,4643508931","0,7626956972","0,8986645212","0,7360124954","0,7210646998","0,676105294","0,707958722","0,8523854181","0,7649031286","0,1440250804","0,8841706596","0,2988434744","0,780308373","0,5353215495","0,977791477","0,2192185451","0,2066833138","0,6187741608","0,6043817062","0,6227176736","0,7258242894","0,2903400527","0,2358201662","0,01791331373"
ECRA_ST,below B-,"0,2908874827","0,08193032423","0,1075759696","0,1998498346","0,01655919153","0,9753489636","0,9553683796","0,6567651929","0,7520307523","0,04244013435","0,8706877864","0,8404068677","0,8797564206","0,5449186827","0,6138334255","0,3773302982","0,9509713339","0,142817321","0,6958511162","0,335944511","0,5406891248","0,6639285515","0,8415121565","0,7264670071","0,6979114089","0,7282314612","0,8378634758","0,3406813076","0,1921296255","0,6630036042","0,9796836417","0,3501069301","0,1292698006","0,5241994912"
,SCRA; of which:,"0,5316567532","0,05270387256","0,8208790681","0,6991390397","0,7932076168","0,1976491711","0,9165939344","0,7423146708","0,337440413","0,3601687642","0,576346098","0,7731596476","0,01958145206","0,6107877135","0,9548990302","0,5911367255","0,7909310548","0,3791320411","0,2105889657","0,09610603207","0,7048221068","0,9537021515","0,7811948155","0,6054988041","0,1625128515","0,5173031031","0,2078018642","0,7457988119","0,2780722954","0,857200607","0,7123781144","0,5129661093","0,8087001611","0,2767661684"
,SCRA (long term),"0,866201174","0,120069312","0,7627236534","0,9291478449","0,8091536793","0,08816721057","0,2135321738","0,03743069284","0,6479634971","0,2991162977","0,8309967668","0,5731880044","0,6965324939","0,1010956293","0,6866970218","0,01822494435","0,2725832204","0,2349877205","0,0590633901","0,27061532","0,515110905","0,1680240993","0,5644149363","0,3505606392","0,6258587398","0,9531466171","0,6911006414","0,6355818275","0,2266202542","0,2319129002","0,9778641707","0,3273437693","0,5993660157","0,2067823524"
SCRA_LT,Grade A (30% risk weight),"0,4866561384","0,1819714485","0,3016877877","0,4212693294","0,9219964949","0,6769429848","0,223575104","0,148719426","0,706984773","0,9900359931","0,635191283","0,425423055","0,9803307191","0,9929482687","0,9635218375","0,7749442202","0,5766599537","0,9227337031","0,8756582493","0,1057026133","0,9732327412","0,4845404672","0,9315624688","0,7635967433","0,2596321203","0,9870308924","0,5085340638","0,254836082","0,7853589917","0,02308633269","0,5805406892","0,2712147684","0,5357796857","0,5492215643"
SCRA_LT,Grade A (40% risk weight),"0,02393665502","0,1182746048","0,6470207864","0,1286107344","0,1405895384","0,9113243882","0,3175651874","0,9138737503","0,6682475359","0,4667180321","0,3331743221","0,5436669536","0,3406255109","0,03042604936","0,2830746157","0,4863871496","0,4426928328","0,6297276727","0,7931765022","0,9269634945","0,7538868108","0,3082563423","0,08088561025","0,4451387512","0,7043664023","0,4571500066","0,5977859086","0,8005518151","0,1533944157","0,3313257177","0,88266288","0,7246762655","0,2272565831","0,1260311059"
SCRA_LT,Grade B,"0,5397466576","0,5641278326","0,7004129413","0,0279476901","0,760868055","0,9523520908","0,1350780945","0,9728526107","0,4511903864","0,8346528405","0,284452183","0,9565918646","0,3860446387","0,3054135657","0,4235669231","0,2372418966","0,6665270708","0,9259612989","0,7918531228","0,6292927046","0,8206394778","0,05854274342","0,6017195043","0,06122864294","0,6569671249","0,3191179132","0,2273580024","0,7578623317","0,09077336159","0,3866722424","0,9484396986","0,6938143184","0,6360234657","0,9506944214"
SCRA_LT,Grade C,"0,5064740645","0,2611855018","0,9254956601","0,2810556603","0,5484466255","0,1603973051","0,1376811711","0,5444326054","0,7308603649","0,8536331318","0,2267275349","0,5977088821","0,5537720228","0,4260125341","0,8553193441","0,001203098304","0,08618278487","0,6933726024","0,9326016335","0,952209115","0,4420947062","0,6862858763","0,4145185925","0,6754840121","0,7696107284","0,782261354","0,4073109745","0,7804764807","0,7310136098","0,9604018198","0,0545494751","0,2221671349","0,683205456","0,2670493598"
SCRA_LT,Cannot yet be assigned,"0,3299634377","0,01467047262","0,1010061754","0,7490431158","0,8764009538","0,4203076788","0,8334811865","0,743078393","0,1714677216","0,5064871098","0,7319152676","0,80642598","0,7359171461","0,2924720948","0,5160966426","0,3705734797","0,7785977498","0,4077890911","0,6429534834","0,8731201331","0,324489428","0,9376922459","0,646571319","0,3453170047","0,6034101345","0,6759738423","0,3963062321","0,363327783","0,8982766045","0,7244820115","0,4782241131","0,625326269","0,8535593838","0,3757776703"
,SCRA (short term),"0,2936800956","0,1336239409","0,1839650505","0,3495463368","0,9394335337","0,4033176105","0,7421419003","0,9223553481","0,8345941536","0,4897041846","0,5854799437","0,9437012413","0,1853545765","0,02394759858","0,4172927403","0,8401288076","0,3445081463","0,03331225251","0,0106439049","0,3395180315","0,9653450346","0,5418673416","0,2923986656","0,7028448243","0,8428626292","0,747673019","0,1520192308","0,2721237143","0,4656357661","0,1750385141","0,9149537702","0,872283148","0,9862631907","0,3928249267"
SCRA_ST,Grade A,"0,7052402838","0,2399240907","0,2318665433","0,1829845944","0,9607419173","0,5908112948","0,5695032663","0,6553417512","0,2026955804","0,9414690569","0,1614621653","0,1652243773","0,6077720161","0,846626348","0,7918774055","0,3235223793","0,2133249874","0,1855513028","0,2675253804","0,235074145","0,4883773199","0,9766229544","0,852624503","0,07830108856","0,5965061426","0,5159510416","0,1459768481","0,3102362158","0,5675768","0,08262809899","0,100311218","0,6013469309","0,9751580158","0,1533933655"
SCRA_ST,Grade B,"0,5552051128","0,500948468","0,1673929556","0,9146063713","0,767211271","0,2761485049","0,9049677369","0,7640000505","0,8881687875","0,9877444451","0,1009030747","0,6866302949","0,03353421658","0,1334403458","0,1894946203","0,8011860861","0,8809909809","0,3714125105","0,5070873434","0,3314951916","0,2854876623","0,7915711616","0,9710962067","0,7701718532","0,8059099037","0,7748551947","0,5999360854","0,7169216282","0,3137042736","0,9275282789","0,9997454914","0,6191944414","0,2414680472","0,5979538305"
SCRA_ST,Grade C,"0,7959187955","0,4785315244","0,8616276015","0,187305233","0,370053382","0,06757334037","0,8182240586","0,2805809683","0,2753496212","0,2116713047","0,5065053889","0,3800150797","0,7897782635","0,6066005307","0,4254255626","0,5817353753","0,9146801267","0,2920272749","0,8926662243","0,08094470457","0,8893502575","0,501815248","0,07254801343","0,2308098336","0,2088770308","0,6215374316","0,02643803034","0,5619033531","0,04431458433","0,02556268547","0,2692048493","0,5604472361","0,172274528","0,2194068122"
SCRA_ST,Cannot yet be assigned,"0,6747700931","0,6769961845","0,8943742567","0,2379939328","0,05605422861","0,7847883135","0,1790646361","0,9639044847","0,2805666278","0,00550941946","0,5052566627","0,9629183369","0,8024355131","0,4349337007","0,7854675593","0,7070705928","0,6674796857","0,6209097998","0,8706905638","0,6546064909","0,8176375836","0,06747406336","0,8716033325","0,6261941413","0,5696791835","0,4413307156","0,4322117753","0,05533339917","0,3120548443","0,8451093034","0,6194121281","0,4446562146","0,8045549649","0,6204425888"
,Covered bonds; of which:,"0,6590022431","0,5334690301","0,7869595796","0,02351214949","0,538777722","0,9925808519","0,4889061841","0,4485529323","0,2526377855","0,02154035456","0,882399628","0,3556839381","0,4110490068","0,2189628434","0,183718001","0,4136345742","0,5874205408","0,1159922362","0,7238735564","0,4142499634","0,05879555086","0,5758690828","0,4064656811","0,8169587535","0,01081117785","0,001097475782","0,4061240052","0,02572105215","0,07719698129","0,501928441","0,2888465222","0,3671148007","0,3702145757","0,03632136124"
,rated,"0,7788037928","0,8587832002","0,4606166827","0,8235419384","0,9440199696","0,5289633683","0,3200301654","0,9092894162","0,8138690703","0,5911799197","0,1330192839","0,3059276886","0,5521344207","0,529525529","0,9485689087","0,02246698944","0,8440177579","0,2179765708","0,5802539404","0,8412214486","0,77604426","0,2065904599","0,721956351","0,7620935865","0,9920117255","0,2592183422","0,2361865091","0,5061899961","0,3939347547","0,7986474968","0,7926519119","0,5535296361","0,2008812422","0,34184564"
Covered bonds Rated,AAA to AA- ,"0,2349198283","0,184385178","0,7192651454","0,6505801273","0,1029517032","0,3601531984","0,4127717551","0,9912868809","0,1537226705","0,7307039797","0,281413769","0,1529113622","0,6104884332","0,7936195931","0,8438063321","0,4826396592","0,6026458519","0,2095543243","0,04621312488","0,5242710449","0,5504162039","0,4556310836","0,08543787945","0,9741453287","0,2065004605","0,7673483723","0,222870387","0,7540258155","0,1102299917","0,3806245239","0,007808477429","0,4415692051","0,8239946228","0,395177179"
Covered bonds Rated,A+ to A-,"0,07384996162","0,7417237662","0,862165838","0,2788027138","0,8144285185","0,8310094714","0,9278593917","0,9229828995","0,02635764088","0,5726283352","0,6759179284","0,7236816987","0,5493157308","0,8758339388","0,08568060842","0,4400609029","0,3371972753","0,157124107","0,2868253561","0,6941446473","0,5765571858","0,07945901638","0,5024080823","0,9545273994","0,6352524745","0,1714886377","0,4190995824","0,2071748582","0,3118929309","0,3132706475","0,2779851762","0,5952083561","0,8537824127","0,07984233031"
Covered bonds Rated,BBB+ to BBB-,"0,3954509595","0,650775297","0,005644757502","0,6310574135","0,58767548","0,06128345251","0,7530107486","0,696362676","0,9504968334","0,5279229122","0,4276308688","0,6123384434","0,7086866247","0,3665694361","0,6680433755","0,004126939337","0,5178087662","0,2910969045","0,7791511207","0,3354694225","0,555921085","0,3665998929","0,3695302298","0,4281696667","0,09117286253","0,1883369027","0,4699600893","0,08381890957","0,7051384016","0,257493552","0,9521747572","0,04694875719","0,5441093306","0,5375613423"
Covered bonds Rated,BB+ to B-,"0,5938452015","0,8310147304","0,1164946778","0,5069631092","0,3670950105","0,2938914842","0,8043757381","0,6074330203","0,5030277319","0,9647850953","0,1139774937","0,3965182277","0,2083766314","0,2936176949","0,3063291819","0,9089191751","0,4680893579","0,5339375556","0,9395864049","0,6532350335","0,3677427872","0,5188138811","0,2343406831","0,4195571467","0,6784823344","0,981612474","0,8934245422","0,6140752972","0,978320263","0,4027618664","0,0118626407","0,4987792423","0,2838222353","0,1966273578"
Covered bonds Rated,below B-,"0,514859305","0,3046911382","0,8772180797","0,6764439644","0,755740676","0,8164138416","0,540398547","0,1305620873","0,0378107892","0,8105530685","0,4441661802","0,5681980303","0,6376579785","0,733831389","0,5161086616","0,2834092767","0,03693744508","0,2571803485","0,257878863","0,2895421302","0,5952750207","0,9728583279","0,7328478141","0,4933950556","0,8512426712","0,199078682","0,7840784688","0,3585605421","0,2196246989","0,54928367","0,4915621961","0,6472095694","0,8737016009","0,8890192388"
,unrated; of which:,"0,2704892612","0,4826491568","0,2554045396","0,7784732944","0,647984014","0,7555566932","0,5286558008","0,9514250585","0,9062718281","0,7814281832","0,943855391","0,5173403696","0,1550268411","0,364360765","0,999712379","0,3018915698","0,6928622288","0,6829586878","0,9829461303","0,8617558394","0,2331553824","0,546546594","0,0008385336942","0,06718206104","0,9411800377","0,1670432967","0,8190658466","0,3456800169","0,5861649227","0,7112964721","0,3343086328","0,9751681821","0,76521816","0,8098130152"
Covered bonds Unrated,risk weight for issuing bank of 20%,"0,8023361166","0,3137900364","0,2940654559","0,5987251908","0,8687390233","0,8064557529","0,3814871379","0,03898558588","0,6741672943","0,820882585","0,003119069404","0,05179273914","0,5426626493","0,1635763677","0,6975134523","0,2140509916","0,3031298927","0,7317721473","0,001953478683","0,9785673229","0,5510491699","0,2594777087","0,6414406171","0,1523056225","0,04321907179","0,298179251","0,7881673213","0,2656292258","0,3711910973","0,1269417087","0,004419987458","0,7484558971","0,1576884732","0,4555818669"
Covered bonds Unrated,risk weight for issuing bank of 30%,"0,3614408505","0,5180276399","0,2800309333","0,9259439067","0,3079565868","0,2830672","0,9093217764","0,7714644431","0,7677661219","0,6369451957","0,8608702333","0,793241224","0,3597685156","0,4631628945","0,7590956302","0,09509683218","0,3173686812","0,5146030662","0,7194386716","0,6063378658","0,8890524759","0,05720440327","0,9372932717","0,06677470653","0,266287409","0,888015189","0,1197702423","0,4956938932","0,223716009","0,1901811096","0,2602008273","0,08243567809","0,5130542014","0,9266798535"
Covered bonds Unrated,risk weight for issuing bank of 40%,"0,4568080845","0,8911219681","0,518085476","0,2404138594","0,6992107744","0,283654054","0,738037093","0,09740899578","0,2484469514","0,5269755399","0,2895812126","0,5258771576","0,832246704","0,507518914","0,2829098759","0,4502816835","0,03765368537","0,0112412154","0,0699876301","0,9266960646","0,2810910217","0,05372694835","0,185692818","0,1581584257","0,1012314137","0,9307469066","0,4352039384","0,2434979726","0,7118360855","0,6981661467","0,3836427562","0,5037799784","0,1784846472","0,4121639789"
Covered bonds Unrated,risk weight for issuing bank of 50%,"0,4490371333","0,5142118052","0,4803085457","0,4821176507","0,3513821272","0,1711426847","0,2627862516","0,7557901219","0,6231106987","0,6774436371","0,3702756806","0,5250651496","0,7428511713","0,5372785208","0,4868941824","0,7391554764","0,383173518","0,2827034099","0,9623674198","0,8518825337","0,5732937453","0,6352114639","0,8910339824","0,1790359325","0,1356401262","0,6828466963","0,9337824936","0,9582677727","0,9391586261","0,2722576632","0,1548018946","0,7625529164","0,8218047322","0,6324454353"
